name,address,telephone,website,category,sub_category,rating,reviews,search_keyword,search_location,claimed,permanently_closed,latitude,longitude,map_link,image_url,title,title_url,description,opening_hours
Hotel Golf View Suites,"Plot No, 630, Golf Course Rd, DLF Phase 1, Sector 43, Gurugram, Haryana 122001 ",089204 33550 ,https://www.hotelgolfview.co.in/,,,4.3,748,,"Gurugram, Haryana",Unvarified,,28.455842,77.096061|,"https://www.google.com/maps/place/Hotel+Golf+View+Suites/data=!4m10!3m9!1s0x390d18c95cba72a9:0x8629fe9fb412d40c!5m2!4m1!1i2!8m2!3d28.455842!4d77.096061!16s%2Fg%2F1hm4yhqt4!19sChIJqXK6XMkYDTkRDNQStJ_-KYY?authuser=0&hl=en&rclk=1
",,Hotel Golf View Suites,hotel-golf-view-suites,"Hotel Golf View Suitesis a  which is located on Address: Plot No, 630, Golf Course Rd, DLF Phase 1, Sector 43, Gurugram, Haryana 122001  in m, Haryana. The Hotel Golf View Suites offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel Golf View Suites contact details or directly call on compnay helpline number Phone: 089204 33550  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel Golf View Suites./nFrequently Asked Question/nWhat are the services Offered by Hotel Golf View Suites/n/nWhich is the address of Hotel Golf View Suites/nAddress: Plot No, 630, Golf Course Rd, DLF Phase 1, Sector 43, Gurugram, Haryana 122001 /nWhich are service areas is covered by Hotel Golf View Suites/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
OYO 11559 Lakshay Residency,"1P, 1P, South City I, Sector 41, Gurugram, Haryana 122002 ",0124 620 1166 ,https://www.oyorooms.com/18520/,,,3.3,185,,"Gurugram, Haryana",Unvarified,,28.4566339,77.0571292|,"https://www.google.com/maps/place/OYO+11559+Lakshay+Residency/data=!4m10!3m9!1s0x390d18f7d019d9e9:0xad6ea97639761c8b!5m2!4m1!1i2!8m2!3d28.4566339!4d77.0571292!16s%2Fg%2F11f4wtfsl1!19sChIJ6dkZ0PcYDTkRixx2OXapbq0?authuser=0&hl=en&rclk=1
",,OYO 11559 Lakshay Residency,oyo-11559-lakshay-residency,"OYO 11559 Lakshay Residencyis a  which is located on Address: 1P, 1P, South City I, Sector 41, Gurugram, Haryana 122002  in m, Haryana. The OYO 11559 Lakshay Residency offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given OYO 11559 Lakshay Residency contact details or directly call on compnay helpline number Phone: 0124 620 1166  for any question & quveries./nFor more detail, users can visit the officail website  of OYO 11559 Lakshay Residency./nFrequently Asked Question/nWhat are the services Offered by OYO 11559 Lakshay Residency/n/nWhich is the address of OYO 11559 Lakshay Residency/nAddress: 1P, 1P, South City I, Sector 41, Gurugram, Haryana 122002 /nWhich are service areas is covered by OYO 11559 Lakshay Residency/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
The Acura BMK,"adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002 ",097171 97411 ,http://theacurabmk.com/,,,4.0,"1,478",,"Gurugram, Haryana",Unvarified,,28.4505688,77.0318392|,"https://www.google.com/maps/place/The+Acura+BMK/data=!4m10!3m9!1s0x390d183560768b59:0x9b51c01c59de2a5e!5m2!4m1!1i2!8m2!3d28.4505688!4d77.0318392!16s%2Fg%2F1tf147vy!19sChIJWYt2YDUYDTkRXireWRzAUZs?authuser=0&hl=en&rclk=1
",,The Acura BMK,the-acura-bmk,"The Acura BMKis a  which is located on Address: adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002  in m, Haryana. The The Acura BMK offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Acura BMK contact details or directly call on compnay helpline number Phone: 097171 97411  for any question & quveries./nFor more detail, users can visit the officail website  of The Acura BMK./nFrequently Asked Question/nWhat are the services Offered by The Acura BMK/n/nWhich is the address of The Acura BMK/nAddress: adjacent to Rajiv Chowk, Civil Lines, Gurugram, Haryana 122002 /nWhich are service areas is covered by The Acura BMK/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 12:00 pm
Imperial Park,"Plot No, 1795, Netaji Subhash Marg, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003 ",098100 22686 ,,,,4.2,424,,"Gurugram, Haryana",Unvarified,,28.4503582,77.0650848|,"https://www.google.com/maps/place/Imperial+Park/data=!4m10!3m9!1s0x390d19633ccc00bb:0x268eee1b6644b3c0!5m2!4m1!1i2!8m2!3d28.4503582!4d77.0650848!16s%2Fg%2F11fb0_9v92!19sChIJuwDMPGMZDTkRwLNEZhvujiY?authuser=0&hl=en&rclk=1
",,Imperial Park,imperial-park,"Imperial Parkis a  which is located on Address: Plot No, 1795, Netaji Subhash Marg, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003  in m, Haryana. The Imperial Park offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Imperial Park contact details or directly call on compnay helpline number Phone: 098100 22686  for any question & quveries./nFor more detail, users can visit the officail website  of Imperial Park./nFrequently Asked Question/nWhat are the services Offered by Imperial Park/n/nWhich is the address of Imperial Park/nAddress: Plot No, 1795, Netaji Subhash Marg, Block A, Greenwood City, Sector 45, Gurugram, Haryana 122003 /nWhich are service areas is covered by Imperial Park/nm, Haryana",
The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon,"Plot number 262, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001 ",098135 25600 ,http://thepalmsuites.in/,,,4.6,25,,"Gurugram, Haryana",Unvarified,,28.433995,77.0476583|,"https://www.google.com/maps/place/The+Palm+Suites+%7C+Hotels+In+Sector+38+Gurgaon+%7C+3+Star+Hotels+Near+Medanta+%7C+Best+Hotels+In+Sector+38+Gurgaon/data=!4m10!3m9!1s0x390d195a3ab2b437:0x92b580edc94ab493!5m2!4m1!1i2!8m2!3d28.433995!4d77.0476583!16s%2Fg%2F11smbrll7k!19sChIJN7SyOloZDTkRk7RKye2AtZI?authuser=0&hl=en&rclk=1
",,The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon,the-palm-suites-7c-hotels-in-sector-38-gurgaon-7c-3-star-hotels-near-medanta-7c-best-hotels-in-sector-38-gurgaon,"The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaonis a  which is located on Address: Plot number 262, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001  in m, Haryana. The The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon contact details or directly call on compnay helpline number Phone: 098135 25600  for any question & quveries./nFor more detail, users can visit the officail website  of The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon./nFrequently Asked Question/nWhat are the services Offered by The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon/n/nWhich is the address of The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon/nAddress: Plot number 262, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001 /nWhich are service areas is covered by The Palm Suites %7C Hotels In Sector 38 Gurgaon %7C 3 Star Hotels Near Medanta %7C Best Hotels In Sector 38 Gurgaon/nm, Haryana"
"Golden Tulip, Sector 29, Gurugram","285-286 Huda Metro Station Road Sector 29 Millenium City Centre, Gurugram, Haryana 122001 ",0124 498 7000 ,https://www.sarovarhotels.com/golden-tulip/,,,4.1,926,,"Gurugram, Haryana",Unvarified,,,"ector+29,+Gurugram/data=!4m10!3m9!1s0x390d18fb81734a73:0x6e58e0644ba9a4ed???28.4650794,,,77.0646484|","https://www.google.com/maps/place/Golden+Tulip,+Sector+29,+Gurugram/data=!4m10!3m9!1s0x390d18fb81734a73:0x6e58e0644ba9a4ed!5m2!4m1!1i2!8m2!3d28.4650794!4d77.0646484!16s%2Fg%2F11f5d3nsz2!19sChIJc0pzgfsYDTkR7aSpS2TgWG4?authuser=0&hl=en&rclk=1
",,"Golden Tulip, Sector 29, Gurugram",golden-tulip-sector-29-gurugram,"Golden Tulip, Sector 29, Gurugramis a  which is located on Address: 285-286 Huda Metro Station Road Sector 29 Millenium City Centre, Gurugram, Haryana 122001  in m, Haryana. The Golden Tulip, Sector 29, Gurugram offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Golden Tulip, Sector 29, Gurugram contact details or directly call on compnay helpline number Phone: 0124 498 7000  for any question & quveries./nFor more detail, users can visit the officail website  of Golden Tulip, Sector 29, Gurugram./nFrequently Asked Question/nWhat are the services Offered by Golden Tulip, Sector 29, Gurugram/n/nWhich is the address of Golden Tulip, Sector 29, Gurugram/nAddress: 285-286 Huda Metro Station Road Sector 29 Millenium City Centre, Gurugram, Haryana 122001 /nWhich are service areas is covered by Golden Tulip, Sector 29, Gurugram/nm, Haryana",Check-in time: 2:00 pm || Check-out time: 12:00 pm
Hotel Mulberry Retreat,"F-78, Sushant Lok-II, Near Hong Kong Bazaar, Sector 57, Gurugram, Haryana 122011 ",0124 426 0747 ,http://www.mulberryretreat.in/,,,3.9,347,,"Gurugram, Haryana",Unvarified,,28.4208847,77.0891286|,"https://www.google.com/maps/place/Hotel+Mulberry+Retreat/data=!4m10!3m9!1s0x390d220f3b980d49:0xbf4ac5310d887ea1!5m2!4m1!1i2!8m2!3d28.4208847!4d77.0891286!16s%2Fg%2F12ltc7l1n!19sChIJSQ2YOw8iDTkRoX6IDTHFSr8?authuser=0&hl=en&rclk=1
",,Hotel Mulberry Retreat,hotel-mulberry-retreat,"Hotel Mulberry Retreatis a  which is located on Address: F-78, Sushant Lok-II, Near Hong Kong Bazaar, Sector 57, Gurugram, Haryana 122011  in m, Haryana. The Hotel Mulberry Retreat offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Hotel Mulberry Retreat contact details or directly call on compnay helpline number Phone: 0124 426 0747  for any question & quveries./nFor more detail, users can visit the officail website  of Hotel Mulberry Retreat./nFrequently Asked Question/nWhat are the services Offered by Hotel Mulberry Retreat/n/nWhich is the address of Hotel Mulberry Retreat/nAddress: F-78, Sushant Lok-II, Near Hong Kong Bazaar, Sector 57, Gurugram, Haryana 122011 /nWhich are service areas is covered by Hotel Mulberry Retreat/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
Gazebo Inn %26 Suites,"GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001 ",095992 40192 ,,,,4.3,"1,093",,"Gurugram, Haryana",Unvarified,,28.4412922,77.0429505|,"https://www.google.com/maps/place/Gazebo+Inn+%26+Suites/data=!4m10!3m9!1s0x390d1868c36460d3:0x6f78cc03674a9f4e!5m2!4m1!1i2!8m2!3d28.4412922!4d77.0429505!16s%2Fg%2F11bw64wtt9!19sChIJ02Bkw2gYDTkRTp9KZwPMeG8?authuser=0&hl=en&rclk=1
",,Gazebo Inn %26 Suites,gazebo-inn-26-suites,"Gazebo Inn %26 Suitesis a  which is located on Address: GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001  in m, Haryana. The Gazebo Inn %26 Suites offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given Gazebo Inn %26 Suites contact details or directly call on compnay helpline number Phone: 095992 40192  for any question & quveries./nFor more detail, users can visit the officail website  of Gazebo Inn %26 Suites./nFrequently Asked Question/nWhat are the services Offered by Gazebo Inn %26 Suites/n/nWhich is the address of Gazebo Inn %26 Suites/nAddress: GH-7, CH Baktawar Singh Rd, opposite Medanta Hospital, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001 /nWhich are service areas is covered by Gazebo Inn %26 Suites/nm, Haryana"
SilverKey Executive Stays 20016 Huda City Centre,"961, Sector 40, Gurugram, Haryana 122003 ",0124 620 1166 ,https://www.oyorooms.com/h/38302?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=GRG959&latitude=28.44714&longitude=77.05947&locale=en,,,4.3,50,,"Gurugram, Haryana",Unvarified,,28.4471842,77.0594869|,"https://www.google.com/maps/place/SilverKey+Executive+Stays+20016+Huda+City+Centre/data=!4m10!3m9!1s0x390d1926e6e63057:0xdae1d44ad1a4000!5m2!4m1!1i2!8m2!3d28.4471842!4d77.0594869!16s%2Fg%2F11gjxfldjl!19sChIJVzDm5iYZDTkRAEAarUQdrg0?authuser=0&hl=en&rclk=1
",,SilverKey Executive Stays 20016 Huda City Centre,silverkey-executive-stays-20016-huda-city-centre,"SilverKey Executive Stays 20016 Huda City Centreis a  which is located on Address: 961, Sector 40, Gurugram, Haryana 122003  in m, Haryana. The SilverKey Executive Stays 20016 Huda City Centre offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given SilverKey Executive Stays 20016 Huda City Centre contact details or directly call on compnay helpline number Phone: 0124 620 1166  for any question & quveries./nFor more detail, users can visit the officail website  of SilverKey Executive Stays 20016 Huda City Centre./nFrequently Asked Question/nWhat are the services Offered by SilverKey Executive Stays 20016 Huda City Centre/n/nWhich is the address of SilverKey Executive Stays 20016 Huda City Centre/nAddress: 961, Sector 40, Gurugram, Haryana 122003 /nWhich are service areas is covered by SilverKey Executive Stays 20016 Huda City Centre/nm, Haryana",Check-in time: 12:00 pm || Check-out time: 11:00 am
FabHotel UR By Ashokas - 100%25 Safe Place to Stay,"F 12/4, Golf Course Road, Near Jalsa Restaurant, Sector 28, Gurugram, Haryana 122002 ",070424 24242 ,https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-the-meadows-gcr.html?utm_source=Google_Maps&utm_medium=organic&utm_campaign=Google_Maps_Clicks,,,3.7,144,,"Gurugram, Haryana",Unvarified,,28.4659549,77.0938272|,"https://www.google.com/maps/place/FabHotel+UR+By+Ashokas+-+100%25+Safe+Place+to+Stay/data=!4m10!3m9!1s0x390d18d74b8c7ea5:0x5368c0c26ef53c30!5m2!4m1!1i2!8m2!3d28.4659549!4d77.0938272!16s%2Fg%2F12q4rmgyh!19sChIJpX6MS9cYDTkRMDz1bsLAaFM?authuser=0&hl=en&rclk=1
",,FabHotel UR By Ashokas - 100%25 Safe Place to Stay,fabhotel-ur-by-ashokas-100-25-safe-place-to-stay,"FabHotel UR By Ashokas - 100%25 Safe Place to Stayis a  which is located on Address: F 12/4, Golf Course Road, Near Jalsa Restaurant, Sector 28, Gurugram, Haryana 122002  in m, Haryana. The FabHotel UR By Ashokas - 100%25 Safe Place to Stay offers  services. If you need  related services in m, Haryana and nearby areas then you can use the below given FabHotel UR By Ashokas - 100%25 Safe Place to Stay contact details or directly call on compnay helpline number Phone: 070424 24242  for any question & quveries./nFor more detail, users can visit the officail website  of FabHotel UR By Ashokas - 100%25 Safe Place to Stay./nFrequently Asked Question/nWhat are the services Offered by FabHotel UR By Ashokas - 100%25 Safe Place to Stay/n/nWhich is the address of FabHotel UR By Ashokas - 100%25 Safe Place to Stay/nAddress: F 12/4, Golf Course Road, Near Jalsa Restaurant, Sector 28, Gurugram, Haryana 122002 /nWhich are service areas is covered by FabHotel UR By Ashokas - 100%25 Safe Place to Stay/nm, Haryana"
